label,group_id,bucket_id,pin_id,minor axis length (cm),middle axis length (cm),major axis length (cm),area (cm2),volume (cm3),aspect ratio,volume/surface ratio,sphericity,convexity
R5-2,1,5,2,6.734400242567062,6.954299658536911,8.795299753546715,176.57489243639964,203.88924962866764,1.3060256944565067,1.154689926837171,0.9487491339913707,0.9854807454419563
R5-3,1,5,3,6.674199923872948,6.177000142633915,9.119800850749016,170.60975025849277,197.8193164064752,1.476412601612839,1.1594842387774258,0.9623345430188863,0.9909250311332867
R5-4,1,5,4,4.075300041586161,4.735399968922138,5.934499949216843,76.50016013768412,59.921339611001365,1.4562117853062562,0.7832838454606581,0.9680017063460944,0.9902522185236393
R5-5,1,5,5,4.231799952685833,4.843399859964848,5.2156999707221985,70.68815287983948,53.446051824040666,1.2325015428510284,0.7560821671899094,0.9706915372225794,0.9860266537663743
R5-6,1,5,6,5.661499872803688,5.953900143504143,7.439099997282028,122.2821770650369,119.56721496660263,1.3139804229295227,0.9777975649142205,0.9598330604823704,0.9839354827275222
R5-7,1,5,7,4.815700091421604,5.457700043916702,6.917399913072586,102.50030167452807,92.19766018119036,1.436426642388886,0.899486720282522,0.9628801800259832,0.9881278003986099
R5-8,1,5,8,5.194500088691711,6.2262000516057014,7.622000575065613,127.74825509268857,125.04716500889424,1.4673212907741604,0.9788561489013331,0.9466258963557186,0.9822809519919966
R5-9,1,5,9,5.684800073504448,5.953799933195114,7.482200115919113,124.08365980395142,118.75156778590708,1.31617647396114,0.9570282499205062,0.9415912877382905,0.972023091880903
R5-10,1,5,10,6.420199945569038,5.634099990129471,8.510299772024155,149.64004703989835,157.99407433395308,1.5104985333830736,1.0558274837472306,0.9444888188052402,0.9841763049495238
R6-1,1,6,1,6.058100052177906,5.12549988925457,8.289899677038193,128.66809137000706,125.78522608332672,1.6173836418214886,0.9775945593349157,0.9435531210011694,0.9836462211386363
R6-2,1,6,2,5.4068999364972115,5.913599953055382,7.535000145435333,121.7999237545574,118.79556858372852,1.393589715721054,0.9753336859480878,0.9594829647233623,0.9939157436505578
R6-3,1,6,3,6.860600039362907,7.314099743962288,9.017600119113922,178.53700824831927,208.48554042644665,1.3144039978099815,1.1677441135143998,0.9523717355937402,0.9868863915239602
R6-4,1,6,4,4.36330009251833,4.5687999576330185,5.137499421834946,70.27356439314539,53.31417575111099,1.177434353104459,0.758666167164154,0.9748114202488114,0.9888376755601342
R6-5,1,6,5,5.705199763178825,6.422800198197365,8.684900030493736,156.9510123064759,170.0568930614341,1.5222779904300283,1.0835030023850152,0.9457641118214176,0.9794714381955983
R6-6,1,6,6,4.971999861299992,5.468199960887432,7.315000891685486,109.10875207705205,99.94606806183396,1.4712391584365183,0.916022465285393,0.954556585413672,0.9896952067453192
R6-7,1,6,7,4.566999897360802,5.166999995708466,6.412699818611145,90.47047317661476,76.77279986076523,1.4041383758990107,0.8485950958926767,0.9655664836720124,0.9893175698984857
R6-8,1,6,8,5.146300047636032,5.9213001281023026,7.768000662326813,125.55030102885236,124.55410412046275,1.50943407699189,0.9920653562737323,0.9606644677806977,0.9891400969356723
R6-9,1,6,9,6.370199844241142,6.969299912452698,8.295200392603874,162.952132709966,185.22176905161612,1.3021884078099986,1.1366636690867202,0.9643146414938147,0.989835686666397
R6-10,1,6,10,5.3217001259326935,4.416099935770035,6.457500159740448,89.48419479703705,75.55824541409336,1.4622631402508002,0.8443753177359451,0.9658856180220184,0.989333804838797
R7-1,1,7,1,5.144000053405762,5.412100069224834,6.855800002813339,102.90713027873431,93.47499455824271,1.332776036476559,0.9083432246634056,0.9679114396506975,0.9918292294015022
R7-2,1,7,2,6.4291998744010925,6.3224999234080315,9.556100517511368,170.93430675912873,193.22259443122417,1.5114433583670683,1.130390956003366,0.9455695877578162,0.9893058380267897
R7-3,1,7,3,6.039800122380257,4.977799952030182,7.336900010704994,119.2527631128923,117.14603453238426,1.4739242399069612,0.9823339222881262,0.9708841295179524,0.9937948536198952
R7-4,1,7,4,6.938300281763077,6.577900052070618,8.390600234270096,169.29056529643674,195.1048121699558,1.2755742969412964,1.1524848524683993,0.960940925844359,0.9883046225699016
R7-5,1,7,5,4.4978998601436615,5.097999982535839,6.383899599313736,85.5808662932772,71.2032912637952,1.4193067426605261,0.8320001227819841,0.9707502073174734,0.9912285246359627
R7-6,1,7,6,7.60050006210804,6.401299871504307,11.322499811649323,222.12089687661893,280.06560197203544,1.7687813473716445,1.2608701203273232,0.931968471489433,0.9881013576067702
R7-7,1,7,7,3.639099933207035,3.7905999459326267,5.051999539136887,53.17767686623311,33.97404341216407,1.3882552366965926,0.638877916717287,0.9539367688705798,0.9860252958352368
R7-8,1,7,8,5.360800214111805,5.464399978518486,6.610900163650513,102.76820601679071,92.48326072903636,1.2331927883169265,0.8999209416375922,0.9623523360094479,0.9845655999073244
R7-9,1,7,9,6.153500080108643,5.852000042796135,8.620800077915192,152.5884119982085,162.8509459030862,1.4731373914679777,1.0672563123928323,0.9451253853893263,0.985308932770564
R7-10,1,7,10,5.115699954330921,4.633999988436699,6.163400411605835,89.92567793223044,76.71929631765455,1.3300389354737754,0.8531411503560924,0.9709647818299767,0.9927992368816771
R8-1,1,8,1,6.531200185418129,5.999399907886982,8.369199186563492,155.46087424438693,172.13197373951547,1.3950060531155966,1.1072366251390129,0.9625812205171513,0.9905015860391231
R8-2,1,8,2,4.352100007236004,5.150199867784977,6.079699844121933,82.9422082685288,66.90393593475525,1.396957752352552,0.8066331646024062,0.9608958310974497,0.9864408622984291
R8-3,1,8,3,7.3416996747255325,7.230900228023529,10.599599778652191,217.0398339041608,277.8172146497519,1.46587554030592,1.280028691748948,0.9486749752687638,0.9884045020860849
R8-4,1,8,4,5.353800021111965,5.562900006771088,6.0263000428676605,101.37701446222368,90.620492504146,1.1256117186117869,0.8938958499109686,0.9624146813601808,0.9799727603721597
R8-5,1,8,5,7.256000116467476,6.929299980401993,11.644899845123291,232.37543897468288,301.93246170047786,1.6805304833184218,1.2993303553624407,0.9366279350953659,0.9867917380905032
R8-6,1,8,6,7.196099869906902,7.057600095868111,9.425800293684006,205.50253930654208,258.57667843814085,1.335553186018908,1.2582651256315118,0.9551241659537401,0.9821607344704992
R8-7,1,8,7,5.195100046694279,5.039299838244915,6.6405996680259705,95.19174061195504,82.53297058739888,1.317762364054677,0.8670181893599458,0.9630226630484288,0.9868304292208774
R8-8,1,8,8,5.945500172674656,6.076999939978123,7.187699526548386,130.30547389669968,133.33696657460445,1.2089310096369759,1.0232645075241276,0.9686238945269078,0.990203541922432
R8-9,1,8,9,5.034700036048889,5.1188999786973,6.20189905166626,89.49301895219509,76.36988587777086,1.2318308950404442,0.8533613769199777,0.972694350459441,0.9867697421690025
R8-10,1,8,10,5.99370002746582,5.59069998562336,8.392700552940369,137.48063601341022,139.27004985164743,1.501189578142707,1.0130157518187701,0.9451072163985583,0.989664892192052
