label,year,group_id,bucket_id,pin_id,minor axis length (cm),middle axis length (cm),major axis length (cm),area (cm2),volume (cm3),aspect ratio,volume/surface ratio,sphericity,convexity
R2-9,2023,1,2,9,5.010800063610077,5.56889995932579,6.544499099254608,103.75762935634629,95.3981696298565,1.306078673300639,0.9194328187879084,0.9730999392308458,0.9910939838598252
R2-10,2023,1,2,10,5.079999938607216,5.199200101196766,6.507200002670288,96.98615922202434,86.81097649949473,1.2809448978958782,0.8950862390659661,0.9775915921574664,0.9919673010014436
R3-1,2023,1,3,1,5.194099992513657,4.915099963545799,7.471300661563873,110.9554114473565,102.8969535561294,1.5200709480940051,0.9273721057305034,0.9570559204667808,0.9832040230408714
R3-2,2023,1,3,2,5.046799965202808,5.37979993969202,6.384499371051788,96.41425802500866,86.21755411159788,1.2650589314163998,0.8942407054487119,0.9789037523872732,0.9920208756359512
R3-3,2023,1,3,3,5.751500092446804,5.0464000552892685,6.842299550771713,105.38550500792394,97.04531724745604,1.355877353322417,0.9208602002728856,0.9690651291979512,0.9903923589664572
R3-4,2023,1,3,4,6.724299862980843,6.118000112473965,8.395100384950638,160.53816235790254,181.1988682425604,1.3721968340330533,1.1286965390733517,0.9645901533171658,0.9907768001942968
R3-5,2023,1,3,5,5.095000006258488,5.392299965023994,7.0980004966259,102.56482376013474,93.33695566578224,1.393130615879688,0.9100289187262348,0.9701854878237306,0.9895444380591336
R3-6,2023,1,3,6,4.8163000494241714,5.299399979412556,6.615200638771057,101.67224452605122,90.53699544679834,1.3735025996899757,0.8904789686589468,0.9590305280163836,0.9802787761556354
R3-7,2023,1,3,7,5.148399993777275,5.208400078117847,6.071700900793076,93.38003388616995,82.0873290424696,1.1793374462224706,0.8790672441020301,0.9781696428272444,0.9936217112659376
R3-8,2023,1,3,8,7.674700021743774,7.507899776101112,11.28619983792305,247.66621554575127,339.87819482976886,1.503243273684725,1.372323609341797,0.9509687049337986,0.9892673408635024
R3-9,2023,1,3,9,5.870800092816353,5.068599991500378,7.165700197219849,118.24288422974604,114.90601889894484,1.4137434812840102,0.9717795675186874,0.9666537985373082,0.989219841139716
R3-10,2023,1,3,10,4.840799979865551,5.129100009799004,6.655199825763702,93.2221105633655,78.10180513874923,1.3748140500423125,0.837803442410386,0.9478491851691876,0.9867729297209212
R4-1,2023,1,4,1,6.474100053310394,6.785200163722038,9.109500795602798,171.11751850724437,194.38715573095465,1.4070682752183985,1.135986294253824,0.948348644298774,0.9831980167040418
R4-2,2023,1,4,2,6.483299843966961,6.191700138151646,9.321599453687668,173.70473472813464,195.41037787991752,1.5054991756222813,1.124957118674712,0.9374991541120704,0.9822590615018292
R4-3,2023,1,4,3,6.832199916243553,6.239299848675728,8.184400200843811,158.5539291487094,178.65157061402633,1.3117497795174766,1.1267558714768091,0.967486710259008,0.9880528767588712
R4-4,2023,1,4,4,4.440000094473362,4.3709998950362206,5.6571997702121735,72.42131903155101,55.34935725544898,1.2942575854638163,0.7642688367956337,0.969823601098508,0.988797937173868
R4-5,2023,1,4,5,5.448000133037567,5.0200000405311584,5.935800075531006,94.45955268929728,80.41388948998646,1.182430284383613,0.8513049998711008,0.9538035891156188,0.986403776728538
R4-6,2023,1,4,6,6.182300113141537,5.503799952566624,7.733499258756638,134.19382089993877,137.2851823357659,1.4051199762720703,1.0230365408414162,0.9590340989211508,0.9880335386179302
R4-7,2023,1,4,7,5.812600068747997,5.395199917256832,7.428599148988724,120.35471331392174,117.7522515755966,1.3768904327767275,0.9783767360108522,0.9653108075216008,0.9917854417552736
R4-8,2023,1,4,8,6.115800142288208,6.74699991941452,7.733900099992752,146.73256400196323,159.16431066338183,1.2645769842143888,1.0847238426314985,0.9679540615592664,0.9905077179956714
R4-9,2023,1,4,9,5.064900033175945,5.894999951124191,7.723800092935562,120.84364705570914,117.63113350944958,1.5249659504320667,0.9734159500765598,0.9607457869412668,0.9900722408078664
R4-10,2023,1,4,10,4.729299992322922,5.319300107657909,6.26169890165329,93.10868011458568,81.34618354441457,1.3240223525295314,0.8736691728881195,0.9751065546653518,0.9913030773950796
R5-1,2023,1,5,1,4.644699953496456,5.425200052559376,7.411700487136841,107.73986397667636,98.6423481519885,1.5957328915417734,0.9155603553884448,0.9582598738421404,0.992005846759728
R5-2,2023,1,5,2,6.734400242567062,6.954299658536911,8.795299753546715,176.57489243639964,203.88924962866764,1.3060256944565067,1.154689926837171,0.9487491339913708,0.9854807454419564
R5-3,2023,1,5,3,6.674199923872948,6.177000142633915,9.119800850749016,170.60975025849277,197.8193164064752,1.476412601612839,1.1594842387774258,0.9623345430188864,0.9909250311332868
R5-4,2023,1,5,4,4.075300041586161,4.735399968922138,5.934499949216843,76.50016013768412,59.921339611001365,1.4562117853062562,0.7832838454606581,0.9680017063460944,0.9902522185236392
R5-5,2023,1,5,5,4.231799952685833,4.843399859964848,5.215699970722199,70.68815287983948,53.446051824040666,1.2325015428510284,0.7560821671899094,0.9706915372225794,0.9860266537663744
R5-6,2023,1,5,6,5.661499872803688,5.953900143504143,7.439099997282028,122.2821770650369,119.56721496660263,1.3139804229295229,0.9777975649142204,0.9598330604823704,0.9839354827275222
R5-7,2023,1,5,7,4.815700091421604,5.457700043916702,6.917399913072586,102.50030167452807,92.19766018119036,1.436426642388886,0.899486720282522,0.9628801800259832,0.98812780039861
R5-8,2023,1,5,8,5.194500088691711,6.226200051605701,7.622000575065613,127.74825509268857,125.04716500889424,1.4673212907741604,0.9788561489013332,0.9466258963557186,0.9822809519919966
R5-9,2023,1,5,9,5.684800073504448,5.953799933195114,7.482200115919113,124.08365980395142,118.75156778590708,1.31617647396114,0.9570282499205062,0.9415912877382904,0.972023091880903
R5-10,2023,1,5,10,6.420199945569038,5.634099990129471,8.510299772024155,149.64004703989835,157.99407433395308,1.5104985333830736,1.0558274837472306,0.9444888188052402,0.9841763049495238
R6-1,2023,1,6,1,6.058100052177906,5.12549988925457,8.289899677038193,128.66809137000706,125.78522608332672,1.6173836418214886,0.9775945593349156,0.9435531210011694,0.9836462211386364
R6-2,2023,1,6,2,5.406899936497212,5.913599953055382,7.535000145435333,121.7999237545574,118.79556858372852,1.393589715721054,0.9753336859480878,0.9594829647233624,0.9939157436505578
R6-3,2023,1,6,3,6.860600039362907,7.314099743962288,9.017600119113922,178.53700824831927,208.48554042644665,1.3144039978099815,1.1677441135143998,0.9523717355937402,0.9868863915239602
R6-4,2023,1,6,4,4.36330009251833,4.5687999576330185,5.137499421834946,70.27356439314539,53.31417575111099,1.177434353104459,0.758666167164154,0.9748114202488114,0.9888376755601342
R6-5,2023,1,6,5,5.705199763178825,6.422800198197365,8.684900030493736,156.9510123064759,170.0568930614341,1.5222779904300283,1.0835030023850152,0.9457641118214176,0.9794714381955985
R6-6,2023,1,6,6,4.971999861299992,5.468199960887432,7.315000891685486,109.10875207705205,99.94606806183396,1.4712391584365183,0.916022465285393,0.954556585413672,0.9896952067453192
R6-7,2023,1,6,7,4.566999897360802,5.166999995708466,6.412699818611145,90.47047317661476,76.77279986076523,1.4041383758990107,0.8485950958926767,0.9655664836720124,0.9893175698984856
R6-8,2023,1,6,8,5.146300047636032,5.921300128102303,7.768000662326813,125.55030102885236,124.55410412046275,1.50943407699189,0.9920653562737324,0.9606644677806976,0.9891400969356724
R6-9,2023,1,6,9,6.370199844241142,6.969299912452698,8.295200392603874,162.952132709966,185.2217690516161,1.3021884078099986,1.1366636690867202,0.9643146414938149,0.989835686666397
R6-10,2023,1,6,10,5.3217001259326935,4.416099935770035,6.457500159740448,89.48419479703705,75.55824541409336,1.4622631402508002,0.8443753177359451,0.9658856180220184,0.989333804838797
R7-1,2023,1,7,1,5.144000053405762,5.412100069224834,6.855800002813339,102.90713027873431,93.47499455824271,1.332776036476559,0.9083432246634056,0.9679114396506976,0.9918292294015022
R7-2,2023,1,7,2,6.4291998744010925,6.322499923408032,9.556100517511368,170.93430675912873,193.22259443122417,1.5114433583670683,1.130390956003366,0.9455695877578162,0.9893058380267896
R7-3,2023,1,7,3,6.039800122380257,4.977799952030182,7.336900010704994,119.2527631128923,117.14603453238426,1.4739242399069612,0.9823339222881262,0.9708841295179524,0.9937948536198952
R7-4,2023,1,7,4,6.938300281763077,6.577900052070618,8.390600234270096,169.29056529643674,195.1048121699558,1.2755742969412964,1.1524848524683993,0.960940925844359,0.9883046225699016
R7-5,2023,1,7,5,4.4978998601436615,5.097999982535839,6.383899599313736,85.5808662932772,71.2032912637952,1.419306742660526,0.8320001227819841,0.9707502073174734,0.9912285246359628
R7-6,2023,1,7,6,7.60050006210804,6.401299871504307,11.322499811649324,222.12089687661893,280.06560197203544,1.7687813473716445,1.2608701203273232,0.931968471489433,0.9881013576067702
R7-7,2023,1,7,7,3.639099933207035,3.7905999459326263,5.051999539136887,53.17767686623311,33.97404341216407,1.3882552366965926,0.638877916717287,0.9539367688705798,0.9860252958352368
R7-8,2023,1,7,8,5.360800214111805,5.464399978518486,6.610900163650513,102.76820601679071,92.48326072903636,1.2331927883169265,0.8999209416375922,0.962352336009448,0.9845655999073244
R7-9,2023,1,7,9,6.153500080108643,5.852000042796135,8.620800077915192,152.5884119982085,162.8509459030862,1.4731373914679775,1.0672563123928325,0.9451253853893264,0.985308932770564
R7-10,2023,1,7,10,5.115699954330921,4.633999988436699,6.163400411605835,89.92567793223044,76.71929631765455,1.3300389354737754,0.8531411503560924,0.9709647818299768,0.9927992368816771
R8-1,2023,1,8,1,6.531200185418129,5.999399907886982,8.369199186563492,155.46087424438693,172.13197373951547,1.3950060531155966,1.1072366251390129,0.9625812205171512,0.9905015860391232
R8-2,2023,1,8,2,4.352100007236004,5.150199867784977,6.079699844121933,82.9422082685288,66.90393593475525,1.396957752352552,0.8066331646024062,0.9608958310974496,0.9864408622984292
R8-3,2023,1,8,3,7.3416996747255325,7.230900228023529,10.599599778652191,217.0398339041608,277.8172146497519,1.46587554030592,1.280028691748948,0.9486749752687638,0.9884045020860848
R8-4,2023,1,8,4,5.353800021111965,5.562900006771088,6.0263000428676605,101.37701446222368,90.620492504146,1.1256117186117869,0.8938958499109686,0.9624146813601808,0.9799727603721596
R8-5,2023,1,8,5,7.256000116467476,6.929299980401993,11.644899845123293,232.37543897468288,301.93246170047786,1.6805304833184218,1.299330355362441,0.936627935095366,0.9867917380905032
R8-6,2023,1,8,6,7.196099869906902,7.057600095868111,9.425800293684006,205.50253930654208,258.57667843814085,1.335553186018908,1.2582651256315118,0.95512416595374,0.9821607344704992
R8-7,2023,1,8,7,5.195100046694279,5.039299838244915,6.6405996680259705,95.19174061195504,82.53297058739888,1.317762364054677,0.8670181893599458,0.9630226630484288,0.9868304292208774
R8-8,2023,1,8,8,5.945500172674656,6.076999939978123,7.187699526548386,130.30547389669968,133.33696657460445,1.208931009636976,1.0232645075241276,0.9686238945269078,0.990203541922432
R8-9,2023,1,8,9,5.034700036048889,5.1188999786973,6.20189905166626,89.49301895219509,76.36988587777086,1.2318308950404442,0.8533613769199777,0.972694350459441,0.9867697421690024
R8-10,2023,1,8,10,5.99370002746582,5.59069998562336,8.392700552940369,137.48063601341022,139.27004985164743,1.501189578142707,1.01301575181877,0.9451072163985584,0.989664892192052
R9-1,2023,1,9,1,4.917100071907044,4.788699932396412,6.712699681520462,88.26412961464035,71.33758498886648,1.4017791417891623,0.8082284989420405,0.9424221470293744,0.9742950953262364
R9-2,2023,1,9,2,4.8140998929739,5.315000005066395,6.426100432872772,94.77632926468011,82.7190795845968,1.3348498318972486,0.8727820567263028,0.9686971808442136,0.9879178945560332
R9-3,2023,1,9,3,5.057299882173538,5.045700073242188,5.962200462818146,90.26773155723276,77.52027244658969,1.1816398866901037,0.8587816610572432,0.9740063524983766,0.9858657568786472
R9-4,2023,1,9,4,6.948599964380264,5.531500093638897,8.28550010919571,153.5109744972413,166.5987150062966,1.4978757966078409,1.0852560577634174,0.9538039736242075,0.9843109928845888
R9-5,2023,1,9,5,6.905699893832207,6.418599933385849,10.629299283027647,186.9704057284928,211.36882406114256,1.656015235930218,1.130493476962764,0.9177798987241478,0.9665301810039808
R9-6,2023,1,9,6,6.53420016169548,5.84149993956089,7.584899663925171,135.11130025184514,140.0156101782019,1.2984506962941669,1.036298295680785,0.9651098674283556,0.9855728941187902
R9-7,2023,1,9,7,5.604000203311443,4.992400109767914,6.588900834321976,105.26554260063403,96.822884382019,1.319786212934019,0.919796563908424,0.968686473159494,0.9898129190784838
R9-8,2023,1,9,8,5.637199990451336,5.9153001755476,7.123099267482758,116.9300124277895,112.38986830489006,1.2635881784482257,0.961172123147569,0.963184688709433,0.9842167036855388
R9-9,2023,1,9,9,5.726500041782856,5.683799833059311,6.6329993307590485,107.85628294612404,100.6238930240857,1.16700086659963,0.9329441945848344,0.970002274225658,0.9854429239417766
R9-10,2023,1,9,10,6.678999960422516,6.660999916493893,7.73790031671524,152.03303333884338,163.1646003108843,1.1616724836694172,1.073218081147085,0.9497955377530568,0.9708838722177592
R10-1,2023,1,10,1,6.442699953913689,6.435300037264824,8.623199164867401,166.15229519205516,186.9677409208213,1.3399840123899636,1.125279315008593,0.9516755241868874,0.9854870017193416
R10-2,2023,1,10,2,6.952099874615669,6.850399821996689,10.241200029850006,198.9925582953572,238.53907067529423,1.494978438625645,1.1987336246074067,0.9347316992136614,0.9847761592157211
R10-3,2023,1,10,3,5.096900090575218,6.183899752795696,7.812900841236114,125.74927862757144,121.55451618186176,1.532873060565403,0.9666418567844576,0.9436827609496892,0.9833000191247396
R10-4,2023,1,10,4,5.864299833774567,5.491599999368191,7.226500660181045,121.762188296924,121.2902751934362,1.3159189782599707,0.9961243050072572,0.9731706462766598,0.9919081709234936
R10-5,2023,1,10,5,6.465600058436394,6.134700030088425,8.842500299215317,166.05311185693768,188.0254702604541,1.441390818759864,1.1323212685254982,0.9558319898736576,0.98723960516291
R10-6,2023,1,10,6,5.773399956524372,6.190799921751022,9.096600487828256,157.28568332415938,170.44960268478542,1.575605458885352,1.0836943266698709,0.9452040921152703,0.9876620545655256
R10-7,2023,1,10,7,5.761600099503994,6.185399740934372,8.389098942279816,148.90072485530476,159.7391505983796,1.456036308906968,1.0727896103501655,0.9561548370588946,0.9829832502532554
R10-8,2023,1,10,8,6.560799852013588,7.058199867606163,10.184500366449356,190.51520177694863,226.610514834776,1.5523260267303554,1.1894615900524677,0.9434984573470896,0.9779817527953782
R10-9,2023,1,10,9,4.073499888181686,4.715699888765812,5.585499852895737,70.58940034634705,53.27391523784914,1.3711795768304222,0.7547013429276995,0.9699612297849636,0.9912268629246238
R10-10,2023,1,10,10,5.044399946928024,5.116700008511543,7.298300415277481,104.7057802742565,92.85652452957729,1.4468124042626822,0.8868328404254056,0.9470838190590168,0.9791539774018064
R11-1,2023,1,11,1,6.57270010560751,5.512700043618679,7.761199772357941,136.1777388691609,141.52276335737292,1.407876305793574,1.0392503542252784,0.9644111120078784,0.987174491359943
R11-2,2023,1,11,2,5.441699922084808,5.244900099933147,7.211200147867203,111.31836622966009,105.1070136617501,1.374897521491233,0.9442019068525008,0.9675463197435205,0.992136506943698
R11-3,2023,1,11,3,5.657000094652176,6.070199981331825,7.743699848651886,128.01688524271978,126.3765315256162,1.3688703763629708,0.9871864268999088,0.9513226188243492,0.9898607277624832
R11-4,2023,1,11,4,7.949899882078171,7.67190009355545,9.767400473356249,231.75952357193364,316.9245844430105,1.2731396856381196,1.367471677359758,0.9699525476894972,0.9883808549003332
R11-5,2023,1,11,5,8.710799738764763,7.962600141763687,8.702300488948822,224.29218315540763,306.33056152362434,1.0939642307387487,1.365765659837436,0.9797836869053264,0.9895276390588033
R11-6,2023,1,11,6,7.824699953198433,6.8122997879982,10.055499151349068,209.1530450392801,267.11682551083027,1.4760799530673452,1.2771357235591012,0.9590047594557188,0.984732435697896
R11-7,2023,1,11,7,7.467399910092354,6.679400056600571,9.247900545597076,185.98248136450383,226.23060054495448,1.384540597543385,1.216408120190466,0.965412651099568,0.9918611143539796
R11-8,2023,1,11,8,5.387100018560886,5.146199837327004,7.576300948858261,107.6513778957735,98.02881165400365,1.4722127372328162,0.9106136267843568,0.9550666718839244,0.993034934335926
R11-9,2023,1,11,9,6.283599883317947,7.392900064587593,9.38749983906746,183.5877745492189,218.8212402627717,1.4939684278736332,1.191916187230141,0.9565331314871758,0.988110843739496
R11-10,2023,1,11,10,4.7074999660253525,4.2518001049757,5.168399959802628,69.56964108421218,53.43090897564859,1.2155792446014264,0.7680204776530601,0.9861116055502706,0.9954088669233684
R12-1,2023,1,12,1,4.591500014066696,5.749000050127506,7.294000685214996,107.78022198416603,99.48034513461468,1.5885877519043483,0.9229925797446336,0.9633185123219306,0.9894407768487836
R12-2,2023,1,12,2,4.976999945938587,4.7652000561356544,6.7705996334552765,97.761719228149,85.9581515612371,1.4208426831392895,0.8792618648679283,0.9634740145562156,0.9865111890498413
R12-3,2023,1,12,3,6.456599943339825,7.809599861502647,9.490399807691574,189.53175412096505,221.384277346018,1.4698757691315851,1.168059032497128,0.933755827491668,0.975198978451472
R12-4,2023,1,12,4,6.489899754524231,5.740500055253506,8.248799294233322,145.19027614293455,155.86876340660652,1.4369478642691256,1.073548226144011,0.964686023646809,0.9920183482646998
R12-5,2023,1,12,5,7.035700045526028,6.785799749195576,8.990100026130676,178.8399677772024,215.29849433326643,1.3248401600999808,1.2038611782880873,0.9713599726543258,0.9914315922979308
R12-6,2023,1,12,6,7.66419991850853,7.122799940407276,12.116699293255806,238.66553317370665,313.99909173779145,1.701114645171823,1.3156449008883708,0.9360808213141772,0.9844241998265536
R12-7,2023,1,12,7,6.922000087797642,7.041000202298164,10.238800197839735,193.8391438929572,234.0710385953697,1.4791678803773889,1.2075529941704115,0.9475622770006712,0.9885159114053615
R12-8,2023,1,12,8,8.113699965178967,8.450600132346153,11.059600114822388,254.71657690635544,356.52783920740234,1.3630772843814964,1.3997041085334505,0.9546024533555156,0.9841277075444004
R12-9,2023,1,12,9,7.076399773359299,6.243500113487244,8.406399190425873,169.84465240780395,197.3593553089776,1.346424127112022,1.1619992299499058,0.9651705430489472,0.9889322452496492
R12-10,2023,1,12,10,4.681199975311756,4.968699999153614,6.120799481868744,89.78848987183801,77.0463310350508,1.3075278804898982,0.8580869457212715,0.9752098938529592,0.9888484354479872
R13-1,2023,1,13,1,5.0704000517725945,5.288599990308285,6.613399833440781,102.9400783957543,86.07779348213379,1.304315195233709,0.836193199224181,0.915855688041078,0.9428735381819892
R13-2,2023,1,13,2,6.176400184631348,7.555199787020683,8.249199390411377,160.52150301073326,181.7340378871356,1.3355998872834935,1.1321476218359603,0.9665887980730136,0.9848783181020913
R13-3,2023,1,13,3,6.176399812102318,5.878200009465218,8.886400610208511,153.2646409227049,165.2535414691607,1.5117554006157357,1.0782235254934116,0.9501875507493466,0.9924047017772388
R13-4,2023,1,13,4,6.561700068414211,5.866200104355812,8.793099969625473,158.07103320898472,174.27439435387814,1.4989430659033194,1.1025068338958162,0.9545255415572436,0.9903929191512186
R13-5,2023,1,13,5,6.066699884831905,6.189999915659428,8.515799790620804,148.62722718709114,154.05745522825472,1.4036955762245946,1.0365358901187602,0.9350630492745338,0.9772316403144872
R13-6,2023,1,13,6,5.452100001275539,5.194300040602684,6.06210008263588,91.50349278462932,80.08396819517421,1.1670677541246743,0.8752012164570252,0.981921664838282,0.9899931849741872
R13-7,2023,1,13,7,6.168899871408939,6.4945999532938,7.608400285243988,144.1636248747389,154.3158363858848,1.2333479945924744,1.0704214500708271,0.9650921033125704,0.9905198467667826
R13-8,2023,1,13,8,8.373299986124039,8.14020000398159,13.021700084209442,304.09839056363194,457.89410027175273,1.599678150148667,1.505743254421925,0.9447423155784824,0.9882824878122766
R13-9,2023,1,13,9,6.820700317621231,7.998200133442879,9.788800776004791,210.26396712301835,271.5498774260458,1.4351606609537575,1.291471292687877,0.9644632363360532,0.988310302818259
R13-10,2023,1,13,10,6.045399978756905,8.14879983663559,11.302199959754944,226.6837076457676,280.4688774726162,1.8695537101713784,1.237269675820272,0.9140857416698436,0.9692759924681352
2R1-1,2023,2,1,1,7.742900028824806,8.180299773812294,10.609699413180351,243.95830609566275,323.58848653340857,1.370248792272042,1.3264089741897152,0.9343233927423138,0.9751474689651812
2R1-2,2023,2,1,2,7.422000169754028,7.404199987649918,8.343100547790527,188.4434616977369,230.7727133662848,1.126806483037557,1.2246257380712096,0.965515733414054,0.9779470752469
2R1-3,2023,2,1,3,5.61319999396801,5.793699808418751,6.377800554037094,114.356228409993,110.94516504007892,1.1362147368507678,0.9701715995941678,0.9764047603180888,0.9886724532244396
2R1-4,2023,2,1,4,6.811500154435635,7.604200020432472,8.695700764656067,180.3472464409924,210.71495557510136,1.2766205046612888,1.168384656452434,0.94952160131108,0.9723282592780336
2R1-5,2023,2,1,5,6.781500205397606,6.389300152659416,8.170200139284134,159.33246016288635,179.57027967103548,1.2787316206898582,1.12701629967591,0.9660571858784838,0.986869924680578
2R1-6,2023,2,1,6,5.690200068056583,5.465899966657162,6.38279989361763,109.43942569488,101.62512077797166,1.1677491232100294,0.9285969853433366,0.9623012183576988,0.9814886250709846
2R1-7,2023,2,1,7,5.737899988889694,5.17170000821352,6.257499009370804,104.5300035432167,95.72684486180212,1.209950113005947,0.9157834269299052,0.9681269784643264,0.9844610736762008
2R1-8,2023,2,1,8,5.660700052976608,5.979799851775169,6.706300377845764,119.50749107845166,116.379526521583,1.184712193736416,0.973826205130394,0.964583997822053,0.9847771648431752
2R1-9,2023,2,1,9,5.884800106287003,5.472899973392487,6.84719905257225,108.75586281004152,98.39070139900636,1.251109847770135,0.9046933090022056,0.9476925880093306,0.9752367742340676
2R1-10,2023,2,1,10,7.35509991645813,6.674799881875515,9.490999579429626,203.5879336728734,249.09585227079023,1.4219152255337433,1.2235295470459429,0.9403937932666758,0.973311170616299
2R1-11,2023,2,1,11,5.499099940061569,5.960500054061413,6.515500694513321,112.98352017159772,106.88077769683888,1.1848303841592616,0.9459855520036012,0.9639816337231224,0.975042355407166
2R2-1,2023,2,2,1,5.787299945950508,5.03349993377924,6.345199793577194,98.59686977677566,87.51212119164116,1.2605939956401484,0.8875750456355208,0.9667921995201968,0.9850998890924776
2R2-2,2023,2,2,2,6.2393998727202415,6.118100136518478,7.24479928612709,139.37004985934934,145.8918981576951,1.184158337468756,1.046795192402726,0.9616169701571544,0.9836056619912456
2R2-3,2023,2,2,3,7.037299871444702,6.835800036787987,8.635999262332916,179.3291659354033,214.8582901732296,1.263348725219705,1.198122397171157,0.9673892851156486,0.988168743562409
2R2-4,2023,2,2,4,5.3063999861478806,5.743199959397316,6.670000404119492,111.3752146309336,104.94466189808212,1.2569727916348614,0.9422622640579366,0.9660563784727416,0.9881111382886634
2R2-5,2023,2,2,5,5.446000024676323,5.642800033092499,6.242600828409195,108.08406331088096,101.6612474295342,1.1462726404927288,0.9405757362871074,0.9745992755736508,0.9852299207020656
2R2-6,2023,2,2,6,5.728399939835072,6.3947999849915504,6.687700748443604,126.9126289098907,128.57075318177755,1.1674640071719835,1.0130650849023397,0.9706755181064196,0.9873707437225938
2R2-7,2023,2,2,7,7.345500029623508,7.227700017392635,9.261900559067726,196.76371857231004,238.8013527741745,1.2814450706006086,1.2136452518120904,0.9460126810715416,0.9736081880829852
2R2-8,2023,2,2,8,7.535099983215332,7.732800021767616,8.39490070939064,195.972419918116,243.41267012848385,1.1141060806214305,1.242076156584636,0.9620211556688528,0.9799215859415864
2R2-9,2023,2,2,9,6.427500024437904,7.205099985003471,8.227500319480896,162.82459186394797,180.93330572424253,1.2800467192842064,1.111216086298719,0.9501156497028268,0.9787990110367136
2R2-10,2023,2,2,10,7.244300097227097,7.1171000599861145,9.110699594020844,185.38085460590784,224.14281542816445,1.2801140235814836,1.209093656972608,0.9625776930967932,0.98312542063723
2R3-1,2023,2,3,1,7.166599854826927,6.504599936306477,8.993599563837051,184.09991348713152,222.1685222983116,1.3826522233347236,1.2067823286285306,0.9635750754513788,0.9867340347836884
2R3-2,2023,2,3,2,6.391400098800659,6.535999849438667,7.108799368143082,142.51672080262134,151.7106282052765,1.112244462598585,1.0645110787764214,0.965225917187068,0.9868438776581868
2R3-3,2023,2,3,3,6.180799938738346,6.46630022674799,6.2265001237392426,124.21599682289576,124.422663427727,1.046191478585201,1.0016637680340472,0.9703005065184304,0.9816503570709958
2R3-4,2023,2,3,4,5.9356000274419785,5.825500003993511,7.776500284671783,128.81170741904657,130.2431309222757,1.3349069228977457,1.0111125264303225,0.964640161828756,0.9883367828057152
2R3-5,2023,2,3,5,6.024400144815445,5.514000169932842,6.786299496889114,114.69586825643408,107.63247122986722,1.2307398055397174,0.938416290543486,0.9540370165025028,0.9752447288698638
2R3-6,2023,2,3,6,5.686700157821178,5.751599930226803,6.227100640535355,111.85991277912588,107.36844870066926,1.0950288335443428,0.959847420162706,0.976624092284531,0.987851164319357
2R3-7,2023,2,3,7,6.706699915230274,6.289000064134598,7.7055007219314575,148.41387130143994,161.95105402463565,1.2252346387901936,1.0912123819996626,0.9681265939733364,0.9837659158062988
2R3-8,2023,2,3,8,5.579699948430061,5.017599835991859,5.826999992132187,95.92598803269064,85.63806931316077,1.1613122175137205,0.8927514959134552,0.9794728940820244,0.9881040597187136
2R3-9,2023,2,3,9,6.432899832725525,6.53929989784956,7.547300308942795,147.9771592616445,162.1087752513086,1.1732345451032953,1.0954986300600449,0.9716140547493114,0.9854228417589688
2R3-10,2023,2,3,10,5.894800089299679,5.945399962365627,6.790400296449661,117.65098223895446,115.02720210135452,1.1519305478697552,0.9776986125600642,0.9721999728894964,0.985942069826841
3R1-1,2023,3,1,1,5.8838000521063805,5.872699990868568,8.150800317525864,139.71085362971812,145.89922642998164,1.3879136223882544,1.0442941449392675,0.9593033721791736,0.9925592237423312
3R1-2,2023,3,1,2,5.433600023388863,5.540400184690952,7.744299620389938,126.64416454822852,124.46694498584677,1.4252612608684294,0.982808370443688,0.9519225782695678,0.9819662350776044
3R1-3,2023,3,1,3,6.414799764752388,6.153100170195103,9.873899817466736,173.94399339865308,197.7950541936848,1.6047032462261466,1.1371191975590025,0.9438108669219428,0.9873482359287352
3R1-4,2023,3,1,4,4.671099968254566,5.268999934196472,6.709100306034088,96.22185388684466,84.39036626922103,1.4362998761812102,0.8770394963337823,0.966953639214262,0.9916216645005852
3R1-5,2023,3,1,5,4.7970000654459,5.12470006942749,6.468299776315689,95.04427403830265,83.59907832542949,1.3484051882568475,0.8795803763174542,0.9728050720012272,0.9942949934728114
3R1-6,2023,3,1,6,5.76310008764267,5.1566001027822495,7.843899726867676,120.28315556607436,116.32938948869533,1.5211378758332434,0.9671295115365748,0.9580884632296314,0.9935756303046082
3R1-7,2023,3,1,7,6.816600076854229,6.707200035452843,10.059800744056702,187.83727466954133,222.6700701432876,1.4998510094946802,1.1854413376419934,0.945823811455176,0.9911216670429116
3R1-8,2023,3,1,8,5.882200226187706,5.480799823999405,8.459199965000153,143.63726390230548,150.27312655190548,1.5434243607947304,1.0461987542042943,0.9516367728920414,0.9912839861056096
3R1-9,2023,3,1,9,6.361500173807144,6.374800018966198,10.54610013961792,178.50164568372583,196.7057154450492,1.6578008097901904,1.1019826438663645,0.916332772520689,0.9626477687028878
3R1-10,2023,3,1,10,5.2222998812794685,4.820000007748604,6.284299492835999,90.3706423108846,76.55503558493105,1.3037965731812025,0.8471228446244036,0.9648043744565444,0.9896449264940014
3R2-1,2023,3,2,1,6.487399898469448,6.649900227785111,9.704600274562836,192.6775692307864,231.9655491615584,1.495915224349344,1.203905312318495,0.9475496134589664,0.9911594562141288
3R2-2,2023,3,2,2,7.107099890708923,7.264799997210503,10.65559908747673,226.2231355155097,299.0815494968608,1.4992893376110756,1.3220643804415662,0.9560344050381164,0.9917351783312632
